iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
44000-P048026,,2013-07-24 00:00:00,en,World Bank Group,44000,,AGRI RES & EXTENSION,"The project's objective is to assist the government in improving management and capacity in agricultural research and extension services by (a) developing location-specific agricultural technology resulting from close consultation with farmers; and (b) improving the technology delivery system. The project consists of two components: agricultural research and extension service. The first component will: 1) strengthen the agricultural research institutions by improving the management information system, priority setting of research programs, and monitoring implementation and evaluating impact; 2) support human resource development by training research scientists, and introduce a results-oriented and performance-based reward system; 3) expand on-farm adaptive research responsive to farmers needs; and 4) provide facilities, infrastructure, and working capital for research institutions. The second component will: 1) strengthen the extension service by decentralizing to the grass roots level and strengthening farmer self-help groups; 2) develop human capital by training extension staff, and implement a reward system based on results and performance; and 3) provide facilities, infrastructure, and working capital for individual participants.",3,1997-08-26,2002-09-30,1997-08-26,2002-09-30,,,,International Development Association,44002,,International Development Association,44002,,MINISTRY OF AGRICULTURE,,,NP,Nepal,,,,,;;;;;31182;31166,;;;;;Agricultural research;Agricultural extension,17;17;33;33;100;50;50,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,2,,,C01,5,USD,,0,0,0,0,-349367,-1032563,0
US-1-2010007215,,,en,United States Government,US,Government,Administration and Oversight,"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,43010,Multisector aid,,OECD Development Assistance Committee,,,,,,USD,,0,15238,0,0,0,0,0
SE-6-5403015501-NP-24040,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,PMU south 2011-2012,"COntribution to PMU InterLife's development cooperation in dev        countries, south. The aim is to contribute to poverty reduction by    strengthening civil society organisations.",4,,,2011-01-01,2013-07-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,NP,Nepal,,,,,24040,Informal/semi-formal financial intermediaries,100,OECD Development Assistance Committee,3,110,10,B01,5,USD,,0,6312,0,0,0,0,0
FI-3-2009-1128-10489,1,2011-08-17 00:00:00,en,"Ministry of Foreign Affairs, Finland",FI-3,Government,Frame Agreement with NGO (Finn Church Aid),"Capacity Building. To contribute LWF Nepalâs staff individual capacity development to widen their skills, understanding and confidence that facilitates organizational development",2,2009-01-01,2012-12-31,,,,,,Finland,FI,Government,Ministry of Foreign Affairs,FI-3,Government,NATIONAL NGOs,22000,,NP,Nepal,,,,,92030,Support to local and regional NGOs,,OECD Development Assistance Committee,3,110,10,,5,USD,,42920,13245,0,0,0,0,0
46004-44058-013-LN2656,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,KATHMANDU SUSTAINABLE URBAN TRANSPORT PROJECT (SF),"The project will improve the quality of urban life in the capital city of Nepal by delivering
a more efficient, safe, and sustainable urban transport system (UTS),2 favoring local economic
growth and addressing climate change and air pollution mitigation. The UTS will be enhanced
by focusing on (i) a plan to rationalize and upgrade the existing public transport network, tested
through the implementation of pilot routes provided with electric vehicles; (ii) traffic management
works and measures that will enable heritage routes in the city center to be pedestrianized and
improve general walkability (general walking conditions); and (iii) improvement of air quality
monitoring. The project aims to integrate these components holistically. The environment for
development work has greatly improved since 2006, when the decade-long conflict ended. The
experience of the Asian Development Bank (ADB) has shown that active community
participation can insulate development work from a country's wider challenges and thus bring
about effective service delivery. Consultations were undertaken with various stakeholders,
including the Kathmandu Metropolitan City (KMC), relevant central government ministries and
departments, public transport operators, and residents associations. The project design and
implementation arrangements have fully taken into account the current political context in
Nepal,3 with the implementation expected to proceed amid the ongoing peace process.",2,2010-10-26,2017-06-30,,,Ministry of Physical Infrastructure and Transport,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,411,10,C01,5,USD,,10000000,1032000,0,0,0,0,0
US-1-2010024629,,,en,United States Government,US,Government,Family Planning and Reproductive Health,"Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Ministry of Finance, Nepal]",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Government of Nepal,10000,,NP,Nepal,,,,,13030,Family planning,,OECD Development Assistance Committee,,,,,,USD,,0,205338,0,0,0,0,0
GB-COH-213890-8971-NP,1,2014-03-27 00:00:00,en,Save The Children UK,GB-COH-213890,International NGO,Support to Health Workforce in Nepal,The aim of this project is to ensure improved delivery of healthcare in Nepal through strengthened Human Resources for Health (HRH) policy development and implementation.,2,2013-11-01,2014-03-22,,,Save the Children UK,GB-COH-213890,International NGO,,,,,,,Save the Children UK,GB-COH-213890,International NGO,NP,Nepal,,798,"Asia, regional",,,,100,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,3,110,10,B03,5,GBP,GBP,0,0,46123,0,0,0,0
GB-1-203426-106,2,2014-02-28 00:00:00,en,Department for International Development,GB-1,Government,Support to Ministry of Finance,,2,2013-08-01,2018-01-31,2013-08-01,2018-01-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,,,,NP,Nepal,,,,,24030;24010,Formal sector financial intermediaries;Financial policy and administrative management,30;70,OECD Development Assistance Committee;OECD Development Assistance Committee,1,,10,C01,5,GBP,,2000000,0,0,0,0,0,0
US-USG-AID-1-NP-43683,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"Grant to the International Organization for Migration for 
Risk Management Policy and Practice sector in Nepal.","Grant to the International Organization for Migration for 
Risk Management Policy and Practice sector in Nepal.",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,9893,0,0,0,0,0
US-1-2009022587,,,en,United States Government,US,Government,ITSH Freight Cost of USAID Title II Food Aid for Djibouti Prepositioning,"USAID Title II Food Aid for Djibouti Prepositioning through World Food Program.  ITSH Freight Cost of Vegetable Oil, 4Liter / Approximate Number of people fed: 183 / Metric Tons: 320.",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,World Food Program,41140,,NP,Nepal,,,,,72040,Emergency food aid,,OECD Development Assistance Committee,,,,,,USD,!Mixed currency,2500,2500,0,0,0,0,0
US-1-2010014890,,,en,United States Government,US,Government,Administration and Oversight (Macro Economics),Administration and Oversight (Macro Econ) [through Personal Service Contractors - USAID],2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,,,,,,USD,,0,9930,0,0,0,0,0
US-1-2010015048,,,en,United States Government,US,Government,Administration and Oversight (Political Competition),Administration and Oversight (Political Competition) [through NEAT Technology Pte. Ltd],2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,,,,OECD Development Assistance Committee,,,,,,USD,,0,6790,0,0,0,0,0
US-1-2009015444,,,en,United States Government,US,Government,Maternal and Child Health,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [John Snow International]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,John Snow International,22000,,NP,Nepal,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,,,,,,USD,USD,200000,0,0,0,0,0,0
US-1-2010035808,,,en,United States Government,US,Government,Maternal and Child Health,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Enterp",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,,,,,,USD,,0,2926,0,0,0,0,0
US-USG-AID-1-NP-49831,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,BPA,BPA,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,1052,0,0,0,0,0
GB-3-A-02462,,2014-03-06 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",2,,2013-12-31,2013-01-01,,,,,United Kingdom,GB,Government,Foreign & Commonwealth Office,GB-3,Government,,,,TH;AL;none;TH;PK;NP;MY;LY;IN;EG;BA;BD;AL;ZM;YE;none;VN;VE;UZ;UA;UG;TR;TN;TH;TZ;SD;LK;SS;ZA;SL;RS;SN;RW;PH;PK;NG;NP;NA;MM;MZ;MA;MU;MY;MW;MK;LY;LB;none;KZ;JO;IQ;IR;ID;IN;GH;GE;ET;EG;CO;CN;CL;BR;BA;BD;AZ;AM;AR;DZ;AL;AF,"Thailand;Albania;;Thailand;Pakistan;Nepal;Malaysia;Libyan Arab Jamahiriya;India;Egypt;Bosnia And Herzegovina;Bangladesh;Albania;Zambia;Yemen;;Viet Nam;Venezuela, Bolivarian Republic Of;Uzbekistan;Ukraine;Uganda;Turkey;Tunisia;Thailand;Tanzania, United Republic Of;Sudan;Sri Lanka;South Sudan;South Africa;Sierra Leone;Serbia;Senegal;Rwanda;Philippines;Pakistan;Nigeria;Nepal;Namibia;Myanmar;Mozambique;Morocco;Mauritius;Malaysia;Malawi;Macedonia, The Former Yugoslav Republic Of;Libyan Arab Jamahiriya;Lebanon;;Kazakhstan;Jordan;Iraq;Iran, Islamic Republic Of;Indonesia;India;Ghana;Georgia;Ethiopia;Egypt;Colombia;China;Chile;Brazil;Bosnia And Herzegovina;Bangladesh;Azerbaijan;Armenia;Argentina;Algeria;Albania;Afghanistan",;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,11230,Basic life skills for youth and adults,,OECD Development Assistance Committee,,110,10,,,GBP,,0,1482265,0,0,0,0,0
44000-P010192,,2013-07-27 00:00:00,en,World Bank Group,44000,,FORESTRY II (TERAI),"The project would support the planting of forests on private farms, institutionally owned land, waste land, roadsides, river and canal banks, and isolated areas of degraded forest land. Other forests would be established through an agro-forestry scheme, which would permit the cultivation of crops between rows of young trees. Areas of natural forest would be rehabilitated through better management practices. The project would improve support services for these activities by strengthening, within the Forestry Department: (a) the organization and management of reforestation programs; (b) forestry research; (c) monitoring and evaluation; and (d) planning. In addition, technical assistance and specialized consultancy services would be provided for these activities. Opportunities for staff training would be increased by the provision of formal and in-service training facilities. As a conservation measure, 20,000 fuel efficient stoves would be distributed.The major benefits would be increased production of fuelwood, timber, poles, fodder, fruits and agricultural crops. Additional benefits wuld accrue from increased employment opportunities. The project faces no major risks.",3,,1992-06-30,1983-07-12,1992-06-30,,,,International Development Association,44002,,International Development Association,44002,,,,,NP,Nepal,,,,,31220,Forestry development,100,OECD Development Assistance Committee,2,,,C01,5,USD,,0,0,0,0,-62336,-392679,0
